date,net_sales_actual,yhat,yhat_lower,yhat_upper,model,is_forecast
2025-04-20,1488.74,,,,prophet,False
2025-04-21,0.0,,,,prophet,False
2025-04-22,1636.03,,,,prophet,False
2025-04-23,2413.52,,,,prophet,False
2025-04-24,1472.78,,,,prophet,False
2025-04-25,2736.62,,,,prophet,False
2025-04-26,4426.05,,,,prophet,False
2025-04-27,3865.38,,,,prophet,False
2025-04-28,0.0,,,,prophet,False
2025-04-29,1785.95,,,,prophet,False
2025-04-30,1478.16,,,,prophet,False
2025-05-01,2101.41,,,,prophet,False
2025-05-02,2755.77,,,,prophet,False
2025-05-03,4578.91,,,,prophet,False
2025-05-04,2195.83,,,,prophet,False
2025-05-05,0.0,,,,prophet,False
2025-05-06,2199.72,,,,prophet,False
2025-05-07,2548.05,,,,prophet,False
2025-05-08,1726.11,,,,prophet,False
2025-05-09,2810.71,,,,prophet,False
2025-05-10,3506.56,,,,prophet,False
2025-05-11,3421.47,,,,prophet,False
2025-05-12,0.0,,,,prophet,False
2025-05-13,2016.26,,,,prophet,False
2025-05-14,2103.06,,,,prophet,False
2025-05-15,1786.73,,,,prophet,False
2025-05-16,2979.82,,,,prophet,False
2025-05-17,3669.37,,,,prophet,False
2025-05-18,2523.87,,,,prophet,False
2025-05-19,0.0,,,,prophet,False
2025-05-20,2019.29,,,,prophet,False
2025-05-21,2206.63,,,,prophet,False
2025-05-22,2159.37,,,,prophet,False
2025-05-23,2808.17,,,,prophet,False
2025-05-24,4620.19,,,,prophet,False
2025-05-25,2521.06,,,,prophet,False
2025-05-26,0.0,,,,prophet,False
2025-05-27,2110.54,,,,prophet,False
2025-05-28,2288.46,,,,prophet,False
2025-05-29,2749.91,,,,prophet,False
2025-05-30,2527.17,,,,prophet,False
2025-05-31,3656.05,,,,prophet,False
2025-06-01,2669.06,,,,prophet,False
2025-06-02,0.0,,,,prophet,False
2025-06-03,1893.02,,,,prophet,False
2025-06-04,2250.67,,,,prophet,False
2025-06-05,2492.68,,,,prophet,False
2025-06-06,3632.5,,,,prophet,False
2025-06-07,4525.07,,,,prophet,False
2025-06-08,2845.47,,,,prophet,False
2025-06-09,0.0,,,,prophet,False
2025-06-10,2350.04,,,,prophet,False
2025-06-11,2574.02,,,,prophet,False
2025-06-12,2079.91,,,,prophet,False
2025-06-13,2575.41,,,,prophet,False
2025-06-14,3718.88,,,,prophet,False
2025-06-15,2818.78,,,,prophet,False
2025-06-16,0.0,,,,prophet,False
2025-06-17,2163.91,,,,prophet,False
2025-06-18,2479.12,,,,prophet,False
2025-06-19,2777.07,,,,prophet,False
2025-06-20,2647.34,,,,prophet,False
2025-06-21,5062.85,,,,prophet,False
2025-06-22,2216.61,,,,prophet,False
2025-06-23,0.0,,,,prophet,False
2025-06-24,1944.36,,,,prophet,False
2025-06-25,1882.39,,,,prophet,False
2025-06-26,1823.96,,,,prophet,False
2025-06-27,3112.02,,,,prophet,False
2025-06-28,4685.87,,,,prophet,False
2025-06-29,2733.01,,,,prophet,False
2025-06-30,0.0,,,,prophet,False
2025-07-01,2344.8,,,,prophet,False
2025-07-02,2805.87,,,,prophet,False
2025-07-03,3281.56,,,,prophet,False
2025-07-04,1334.77,,,,prophet,False
2025-07-05,4385.97,,,,prophet,False
2025-07-06,2223.21,,,,prophet,False
2025-07-07,0.0,,,,prophet,False
2025-07-08,2131.26,,,,prophet,False
2025-07-09,1916.13,,,,prophet,False
2025-07-10,2323.62,,,,prophet,False
2025-07-11,3257.69,,,,prophet,False
2025-07-12,4230.57,,,,prophet,False
2025-07-13,2329.78,,,,prophet,False
2025-07-14,0.0,,,,prophet,False
2025-07-15,2622.19,,,,prophet,False
2025-07-16,2173.39,,,,prophet,False
2025-07-17,2119.75,,,,prophet,False
2025-07-18,3049.25,,,,prophet,False
2025-07-19,4376.84,,,,prophet,False
2025-07-20,2206.48,,,,prophet,False
2025-07-21,0.0,,,,prophet,False
2025-07-22,2042.56,,,,prophet,False
2025-07-23,2149.8,,,,prophet,False
2025-07-24,2721.09,,,,prophet,False
2025-07-25,2375.6,,,,prophet,False
2025-07-26,4654.92,,,,prophet,False
2025-07-27,2441.08,,,,prophet,False
2025-07-28,0.0,,,,prophet,False
2025-07-29,2697.93,,,,prophet,False
2025-07-30,2140.41,,,,prophet,False
2025-07-31,2838.29,,,,prophet,False
2025-08-01,3380.24,,,,prophet,False
2025-08-02,4474.19,,,,prophet,False
2025-08-03,2139.38,,,,prophet,False
2025-08-04,0.0,,,,prophet,False
2025-08-05,2766.6,,,,prophet,False
2025-08-06,2254.24,,,,prophet,False
2025-08-07,2397.3,,,,prophet,False
2025-08-08,2939.07,,,,prophet,False
2025-08-09,4341.15,,,,prophet,False
2025-08-10,2049.15,,,,prophet,False
2025-08-11,0.0,,,,prophet,False
2025-08-12,2637.73,,,,prophet,False
2025-08-13,1846.76,,,,prophet,False
2025-08-14,2553.47,,,,prophet,False
2025-08-15,2857.09,,,,prophet,False
2025-08-16,3411.01,,,,prophet,False
2025-08-17,2442.01,,,,prophet,False
2025-08-18,0.0,,,,prophet,False
2025-08-19,2028.7,,,,prophet,False
2025-08-20,1872.02,,,,prophet,False
2025-08-21,2581.36,,,,prophet,False
2025-08-22,3198.07,,,,prophet,False
2025-08-23,3916.66,,,,prophet,False
2025-08-24,2867.89,,,,prophet,False
2025-08-25,0.0,,,,prophet,False
2025-08-26,2321.88,,,,prophet,False
2025-08-27,2193.97,,,,prophet,False
2025-08-28,2335.7,,,,prophet,False
2025-08-29,2551.98,,,,prophet,False
2025-08-30,4500.63,,,,prophet,False
2025-08-31,2617.46,,,,prophet,False
2025-09-01,0.0,,,,prophet,False
2025-09-02,1771.83,,,,prophet,False
2025-09-03,2324.05,,,,prophet,False
2025-09-04,2263.49,,,,prophet,False
2025-09-05,2952.59,,,,prophet,False
2025-09-06,4019.09,,,,prophet,False
2025-09-07,5180.57,,,,prophet,False
2025-09-08,0.0,,,,prophet,False
2025-09-09,2096.94,,,,prophet,False
2025-09-10,2032.61,,,,prophet,False
2025-09-11,2150.02,,,,prophet,False
2025-09-12,2978.53,,,,prophet,False
2025-09-13,3271.34,,,,prophet,False
2025-09-14,1936.14,,,,prophet,False
2025-09-15,0.0,,,,prophet,False
2025-09-16,2642.95,,,,prophet,False
2025-09-17,2502.25,,,,prophet,False
2025-09-18,2079.6,,,,prophet,False
2025-09-19,3141.36,,,,prophet,False
2025-09-20,3612.48,,,,prophet,False
2025-09-21,2910.19,,,,prophet,False
2025-09-22,0.0,,,,prophet,False
2025-09-23,2445.72,,,,prophet,False
2025-09-24,1931.97,,,,prophet,False
2025-09-25,1711.13,,,,prophet,False
2025-09-26,2957.5,,,,prophet,False
2025-09-27,3997.0,,,,prophet,False
2025-09-28,2558.97,,,,prophet,False
2025-09-29,0.0,,,,prophet,False
2025-09-30,2387.74,,,,prophet,False
2025-10-01,2160.63,,,,prophet,False
2025-10-02,2707.34,,,,prophet,False
2025-10-03,4034.83,,,,prophet,False
2025-10-04,6533.03,,,,prophet,False
2025-10-05,3478.49,,,,prophet,False
2025-10-06,0.0,,,,prophet,False
2025-10-07,2256.81,,,,prophet,False
2025-10-08,1997.25,,,,prophet,False
2025-10-09,1721.67,,,,prophet,False
2025-10-10,2831.35,,,,prophet,False
2025-10-11,4176.83,,,,prophet,False
2025-10-12,2913.95,,,,prophet,False
2025-10-13,0.0,,,,prophet,False
2025-10-14,2043.79,,,,prophet,False
2025-10-15,2580.52,,,,prophet,False
2025-10-16,2243.68,,,,prophet,False
2025-10-17,3056.72,,,,prophet,False
2025-10-18,4007.56,,,,prophet,False
2025-10-19,2758.63,,,,prophet,False
2025-10-20,0.0,,,,prophet,False
2025-10-21,1957.41,,,,prophet,False
2025-10-22,2113.54,,,,prophet,False
2025-10-23,2006.96,,,,prophet,False
2025-10-24,2539.24,,,,prophet,False
2025-10-25,4506.3,,,,prophet,False
2025-10-26,2024.86,,,,prophet,False
2025-10-27,0.0,,,,prophet,False
2025-10-28,2122.52,,,,prophet,False
2025-10-29,2285.05,,,,prophet,False
2025-10-30,1797.15,,,,prophet,False
2025-10-31,2436.32,,,,prophet,False
2025-11-01,3687.9,,,,prophet,False
2025-11-02,2182.18,,,,prophet,False
2025-11-03,0.0,,,,prophet,False
2025-11-04,1869.11,,,,prophet,False
2025-11-05,2347.91,,,,prophet,False
2025-11-06,2210.54,,,,prophet,False
2025-11-07,2497.05,,,,prophet,False
2025-11-08,4027.14,,,,prophet,False
2025-11-09,2708.97,,,,prophet,False
2025-11-10,0.0,,,,prophet,False
2025-11-11,2471.36,,,,prophet,False
2025-11-12,2155.73,,,,prophet,False
2025-11-13,2452.0,,,,prophet,False
2025-11-14,2812.97,,,,prophet,False
2025-11-15,4310.58,,,,prophet,False
2025-11-16,2927.51,,,,prophet,False
2025-11-17,0.0,,,,prophet,False
2025-11-18,1810.81,,,,prophet,False
2025-11-19,1905.68,,,,prophet,False
2025-11-20,2387.93,,,,prophet,False
2025-11-21,2999.25,,,,prophet,False
2025-11-22,4475.19,,,,prophet,False
2025-11-23,2866.03,,,,prophet,False
2025-11-24,0.0,,,,prophet,False
2025-11-25,2393.74,,,,prophet,False
2025-11-26,3795.5,,,,prophet,False
2025-11-27,2801.46,,,,prophet,False
2025-11-28,2243.18,,,,prophet,False
2025-11-29,3997.09,,,,prophet,False
2025-11-30,2239.58,,,,prophet,False
2025-12-01,60.0,,,,prophet,False
2025-12-02,1799.91,,,,prophet,False
2025-12-03,1548.47,,,,prophet,False
2025-12-04,1911.04,,,,prophet,False
2025-12-05,2259.85,,,,prophet,False
2025-12-06,4286.78,,,,prophet,False
2025-12-07,2632.9,,,,prophet,False
2025-12-08,0.0,,,,prophet,False
2025-12-09,1645.93,,,,prophet,False
2025-12-10,2538.56,,,,prophet,False
2025-12-11,1846.12,,,,prophet,False
2025-12-12,2072.88,,,,prophet,False
2025-12-13,3933.05,,,,prophet,False
2025-12-14,2189.58,,,,prophet,False
2025-12-15,0.0,,,,prophet,False
2025-12-16,2238.68,,,,prophet,False
2025-12-17,2864.75,,,,prophet,False
2025-12-18,2568.02,,,,prophet,False
2025-12-19,2604.48,,,,prophet,False
2025-12-20,4009.79,,,,prophet,False
2025-12-21,3059.86,,,,prophet,False
2025-12-22,0.0,,,,prophet,False
2025-12-23,3133.75,,,,prophet,False
2025-12-24,2913.52,,,,prophet,False
2025-12-25,0.0,,,,prophet,False
2025-12-26,3283.32,,,,prophet,False
2025-12-27,3306.94,,,,prophet,False
2025-12-28,2625.84,,,,prophet,False
2025-12-29,0.0,,,,prophet,False
2025-12-30,2708.28,,,,prophet,False
2025-12-31,2813.9,,,,prophet,False
2026-01-01,3570.36,,,,prophet,False
2026-01-02,3042.14,,,,prophet,False
2026-01-03,5116.63,,,,prophet,False
2026-01-04,1957.94,,,,prophet,False
2026-01-05,0.0,,,,prophet,False
2026-01-06,1627.26,,,,prophet,False
2026-01-07,2252.55,,,,prophet,False
2026-01-08,2097.18,,,,prophet,False
2026-01-09,2759.01,,,,prophet,False
2026-01-10,3444.77,,,,prophet,False
2026-01-11,3037.39,,,,prophet,False
2026-01-12,0.0,,,,prophet,False
2026-01-13,1622.26,,,,prophet,False
2026-01-14,1848.32,,,,prophet,False
2026-01-15,1678.88,,,,prophet,False
2026-01-16,2830.55,,,,prophet,False
2026-01-17,4291.3,,,,prophet,False
2026-01-18,2729.86,,,,prophet,False
2026-01-19,0.0,,,,prophet,False
2026-01-20,1544.65,,,,prophet,False
2026-01-21,2370.55,,,,prophet,False
2026-01-22,1507.61,,,,prophet,False
2026-01-23,1939.48,,,,prophet,False
2026-01-24,726.63,,,,prophet,False
2026-01-25,1224.64,,,,prophet,False
2026-01-26,0.0,,,,prophet,False
2026-01-27,1573.5,,,,prophet,False
2026-01-28,2161.28,,,,prophet,False
2026-01-29,1951.61,,,,prophet,False
2026-01-30,2521.82,,,,prophet,False
2026-01-31,4293.06,,,,prophet,False
2026-02-01,2081.72,,,,prophet,False
2026-02-02,0.0,,,,prophet,False
2026-02-03,1633.41,,,,prophet,False
2026-02-04,1776.76,,,,prophet,False
2026-02-05,1534.95,,,,prophet,False
2026-02-06,3616.93,,,,prophet,False
2026-02-07,4445.29,,,,prophet,False
2026-02-08,3254.84,,,,prophet,False
2026-02-09,0.0,,,,prophet,False
2026-02-10,1928.05,,,,prophet,False
2026-02-11,1761.87,,,,prophet,False
2026-02-12,2225.97,,,,prophet,False
2026-02-13,3374.21,,,,prophet,False
2026-02-14,4610.44,,,,prophet,False
2026-02-15,5873.24,,,,prophet,False
2026-02-16,0.0,,,,prophet,False
2026-02-17,1752.52,,,,prophet,False
2026-02-18,2447.92,,,,prophet,False
2026-02-19,2236.15,,,,prophet,False
2026-02-20,3081.73,,,,prophet,False
2026-02-21,4467.35,,,,prophet,False
2026-02-22,3057.76,,,,prophet,False
2026-02-23,0.0,,,,prophet,False
2026-02-24,2217.97,,,,prophet,False
2026-02-25,2483.9,,,,prophet,False
2026-02-26,2939.96,,,,prophet,False
2026-02-27,3280.05,,,,prophet,False
2026-02-28,4671.45,,,,prophet,False
2026-03-01,2719.87,,,,prophet,False
2026-03-02,0.0,,,,prophet,False
2026-03-03,2080.57,,,,prophet,False
2026-03-04,2234.98,,,,prophet,False
2026-03-05,2481.53,,,,prophet,False
2026-03-06,3327.85,,,,prophet,False
2026-03-07,5198.12,,,,prophet,False
2026-03-08,2783.74,,,,prophet,False
2026-03-09,0.0,,,,prophet,False
2026-03-10,2243.57,,,,prophet,False
2026-03-11,2456.89,,,,prophet,False
2026-03-12,2461.84,,,,prophet,False
2026-03-13,4020.12,,,,prophet,False
2026-03-14,5041.04,,,,prophet,False
2026-03-15,2718.19,,,,prophet,False
2026-03-16,0.0,,,,prophet,False
2026-03-17,2762.69,,,,prophet,False
2026-03-18,3149.54,,,,prophet,False
2026-03-19,2829.62,,,,prophet,False
2026-03-20,4560.34,,,,prophet,False
2026-03-21,4536.51,,,,prophet,False
2026-03-22,2394.36,,,,prophet,False
2026-03-23,16.25,,,,prophet,False
2026-03-24,2594.16,,,,prophet,False
2026-03-25,2293.92,,,,prophet,False
2026-03-26,2499.74,,,,prophet,False
2026-03-27,3596.72,,,,prophet,False
2026-03-28,5302.68,,,,prophet,False
2026-03-29,2979.3,,,,prophet,False
2026-03-30,0.0,,,,prophet,False
2026-03-31,2616.1,,,,prophet,False
2026-04-01,2232.21,,,,prophet,False
2026-04-02,2334.02,,,,prophet,False
2026-04-03,4218.13,,,,prophet,False
2026-04-04,5105.63,,,,prophet,False
2026-04-05,2157.43,,,,prophet,False
2026-04-06,0.0,,,,prophet,False
2026-04-07,2530.37,,,,prophet,False
2026-04-08,3016.85,,,,prophet,False
2026-04-09,2305.02,,,,prophet,False
2026-04-10,3075.06,,,,prophet,False
2026-04-11,4878.11,,,,prophet,False
2026-04-12,2855.29,,,,prophet,False
2026-04-13,0.0,,,,prophet,False
2026-04-14,2077.02,,,,prophet,False
2026-04-15,2507.76,,,,prophet,False
2026-04-16,1836.56,,,,prophet,False
2026-04-17,2343.13,,,,prophet,False
2026-04-18,4591.13,,,,prophet,False
2026-04-19,1995.66,,,,prophet,False
2026-04-20,0.0,,,,prophet,False
2026-04-21,2012.07,,,,prophet,False
2026-04-22,2314.48,,,,prophet,False
2026-04-23,2207.06,,,,prophet,False
2026-04-24,3297.88,,,,prophet,False
2026-04-25,4849.39,,,,prophet,False
2026-04-26,4135.23,,,,prophet,False
2026-04-27,0.0,,,,prophet,False
2026-04-28,2476.71,,,,prophet,False
2026-04-29,2130.96,,,,prophet,False
2026-04-30,1988.36,,,,prophet,False
2026-05-01,3879.26,,,,prophet,False
2026-05-02,4692.2,,,,prophet,False
2026-05-03,2615.46,,,,prophet,False
2026-05-04,0.0,,,,prophet,False
2026-05-05,2514.23,,,,prophet,False
2026-05-06,3369.45,,,,prophet,False
2026-05-07,2251.46,,,,prophet,False
2026-05-08,2926.97,,,,prophet,False
2026-05-09,4636.26,,,,prophet,False
2026-05-10,3427.5,,,,prophet,False
2026-05-11,0.0,,,,prophet,False
2026-05-12,2613.46,,,,prophet,False
2026-05-13,2707.53,,,,prophet,False
2026-05-14,2953.48,,,,prophet,False
2026-05-15,3187.72,,,,prophet,False
2026-05-16,4353.4,,,,prophet,False
2026-05-17,3599.68,,,,prophet,False
2026-05-18,0.0,,,,prophet,False
2026-05-19,2412.4,,,,prophet,False
2026-05-20,2817.87,,,,prophet,False
2026-05-21,2483.06,,,,prophet,False
2026-05-22,2952.88,,,,prophet,False
2026-05-23,3660.54,,,,prophet,False
2026-05-24,2945.6,,,,prophet,False
2026-05-25,0.0,,,,prophet,False
2026-05-26,2328.51,,,,prophet,False
2026-05-27,2427.58,,,,prophet,False
2026-05-28,1949.44,,,,prophet,False
2026-05-29,3143.91,,,,prophet,False
2026-05-30,4494.38,,,,prophet,False
2026-05-31,2669.22,,,,prophet,False
2026-06-01,0.0,,,,prophet,False
2026-06-02,2186.18,,,,prophet,False
2026-06-03,2560.07,,,,prophet,False
2026-06-04,2208.91,,,,prophet,False
2026-06-05,3781.06,,,,prophet,False
2026-06-06,5243.1,,,,prophet,False
2026-06-07,2061.29,,,,prophet,False
2026-06-08,0.0,,,,prophet,False
2026-06-09,2193.39,,,,prophet,False
2026-06-10,2936.15,,,,prophet,False
2026-06-11,1937.41,,,,prophet,False
2026-06-12,2656.07,,,,prophet,False
2026-06-13,4768.55,,,,prophet,False
2026-06-14,2280.76,,,,prophet,False
2026-06-15,0.0,,,,prophet,False
2026-06-16,3190.29,,,,prophet,False
2026-06-17,2509.86,,,,prophet,False
2026-06-18,3071.99,,,,prophet,False
2026-06-19,2885.56,,,,prophet,False
2026-06-20,4754.3,,,,prophet,False
2026-06-21,3247.95,,,,prophet,False
2026-06-22,0.0,,,,prophet,False
2026-06-23,2877.06,,,,prophet,False
2026-06-24,2134.11,,,,prophet,False
2026-06-25,2819.68,,,,prophet,False
2026-06-26,2634.59,,,,prophet,False
2026-06-27,4707.7,,,,prophet,False
2026-06-28,2282.56,,,,prophet,False
2026-06-29,,129.4890064380079,0.0,724.373679769435,prophet,True
2026-06-30,,2404.6182453283413,1715.6991039413092,2949.365583425866,prophet,True
2026-07-01,,2699.9316118855613,2105.7420636992224,3287.7248681164906,prophet,True
2026-07-02,,2533.1743217114717,1977.1167755334202,3117.994313014918,prophet,True
2026-07-03,,3338.918449695271,2782.2421843686907,3999.3127387411228,prophet,True
2026-07-04,,3396.9029201742514,2787.271044782424,3939.8323765165887,prophet,True
2026-07-05,,3067.6452912801196,2494.9605548287973,3643.811410312102,prophet,True
2026-07-06,,86.50449225650439,0.0,693.7244244023282,prophet,True
2026-07-07,,2369.4552830589037,1787.130315588476,2954.096121989829,prophet,True
2026-07-08,,2669.247157776763,2096.931147297172,3277.693807459043,prophet,True
2026-07-09,,2507.1054439059985,1911.7015652265236,3096.08367798779,prophet,True
2026-07-10,,3320.848148601873,2741.9570894846634,3973.6681413667707,prophet,True
2026-07-11,,4732.034907270782,4137.072423826605,5342.421381261406,prophet,True
2026-07-12,,3063.6717509490272,2478.3577539473317,3664.7569574505765,prophet,True
